sample_id	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	gender
HG00173	0.025876097381115	-0.0417132005095482	-0.036210473626852	-0.0134921073913574	0.104841880500317	0.0236846245825291	-0.00629526516422629	-0.0304510779678822	-0.023188091814518	0.0497701466083527	-0.00429373420774937	-0.0693586096167564	0.11395797878503801	0.0198280941694975	0.0184910874813795	0.0555022731423378	0.0379682779312134	-0.1124656945467	0.0385597683489323	-0.00915230438113213	-0.0485629662871361	-0.127612918615341	-0.0586431100964546	-0.0142674297094345	-0.057246383279562	-0.00840020179748535	0.00305483373813331	0.12421840429306001	-0.14759281277656602	-0.0263503100723028	-0.0234288219362497	0.0255388021469116	-0.161903589963913	0.0476918332278728	-0.0141172967851162	0.12248531728982902	0.0520874038338661	0.0143986493349075	-0.0469512343406677	0.0206531621515751	0.0554862692952156	0.0632791593670845	-0.0548344142735004	0.11214864253997801	0.0075	0.0232	-0.0076	-0.0076	0.0211	0.0631	-0.0382	-0.0289	-0.032	0.0296	0
HG00174	0.0455657429993153	-0.0592881888151169	0.007516306824982171	-0.0589366741478443	-0.0226546302437782	-0.0389440841972828	0.00202695233747363	-0.0786843746900558	-0.0476471744477749	-0.0933500155806541	0.00369942374527454	-0.0029228557832539103	-0.0419441126286983	0.0157906338572502	0.0619181580841541	0.0519206896424294	-0.0802852883934975	-0.036123339086771004	0.0852720588445663	0.00283993897028267	-0.0207325294613838	-0.0126693183556199	-0.0309826750308275	-0.11685010790824901	0.0200457368046045	0.07785945385694501	0.0022382847964763602	0.0421865992248058	0.0272598080337048	-0.0908253043889999	-0.0683549866080284	-0.040295448154210996	-0.00165955815464258	-0.0213613733649254	0.0191206987947226	0.118902750313282	-0.104911059141159	0.0720938369631767	-0.0115311229601502	-0.0260899625718594	0.0716401040554047	0.00307271257042885	-0.147200092673302	-0.0591093562543392	0.007	0.0245	-0.0085	-0.0092	0.0152	0.0484	-0.03	-0.0183	-0.0247	0.0222	0
HG00176	0.0473172478377819	-0.00965163949877024	-0.0037712389603257205	0.00150173518341035	0.0388389490544796	-0.00663713365793228	-0.0207685977220535	-0.0845305174589157	-0.0736435949802399	-0.0398819744586945	-0.0168498121201992	-0.0382598824799061	-0.0396610051393509	-0.00956949684768915	0.0796370729804039	0.0547200441360474	0.048520602285862	-0.0572995692491531	0.0186867229640484	-0.0577146857976913	-0.0618609711527824	-0.0267731547355652	-0.0201019048690796	-0.0921615436673164	-0.0122312428429723	0.0309634488075972	0.0788304284214973	-0.022595526650547995	0.142630264163017	0.0520328544080257	0.06081697717309	-0.0214168764650822	-0.0352785103023052	0.017603786662221	-0.0295234397053719	-0.0649138540029526	-0.083815336227417	0.0677351057529449	0.0578625686466694	-0.11022637784481	-0.0278376396745443	-0.05799045041203501	-0.0418578460812569	0.25121346116066	0.0076	0.0226	-0.0076	-0.0092	0.0194	0.0616	-0.0392	-0.0294	-0.0311	0.0221	0
HG00177	0.0384312383830547	-0.0164987202733755	-0.0367699339985847	-0.0752611681818962	0.0664428845047951	-0.0474310703575611	-0.0150092430412769	0.0340562872588634	-0.0687248185276985	-0.029274046421051	-0.0504486225545406	-0.14810705184936498	-0.0303752217441797	0.0325035825371742	-0.00048822030657902403	-0.0217104516923428	0.0796044543385506	-0.12590728700161	0.0490175150334835	0.00972839817404747	-0.0782531201839447	0.0231931861490011	-0.00507861981168389	-0.0588602684438229	-0.0532407946884632	0.0304709393531084	0.0275337789207697	-0.101585030555725	-0.0488427057862282	0.0818570330739021	-0.0302981715649366	-0.00741653563454747	-0.0186939854174852	-0.0385261736810207	-0.0458813346922398	0.080032154917717	0.0735305398702621	0.0437618270516396	-0.0681717470288277	-0.12520782649517098	0.000722275930456817	0.0273841172456741	0.0560405738651752	0.0395289622247219	0.0077	0.0218	-0.0078	-0.0073	0.0225	0.0609	-0.0409	-0.0304	-0.0353	0.0286	0
HG00178	0.0370421595871449	0.0012408841866999901	-0.0757056176662445	-0.0381741225719452	0.0570840761065483	0.0125721348449588	0.0557386130094528	-0.0827625766396523	-0.0927227139472961	-0.00858760345727205	-0.0516285113990307	-0.100861012935638	-0.0535512901842594	0.034448217600583995	0.0581997893750668	0.0312341153621674	0.0924728885293007	-0.16468660533428198	0.0539445281028748	-0.0589642785489559	-0.0426527373492718	-0.007421509828418491	-0.0137150315567851	-0.0358101055026054	-0.0275174733251333	-0.0658394247293472	-0.0638878345489502	-0.0788775905966759	-0.0739542543888092	-0.0700305923819542	-0.0648675486445427	-0.013360952027142001	-0.0269034169614315	0.0169770382344723	-0.0564094968140125	-0.00734572019428015	0.0602534860372543	0.00978431198745966	-0.0286908000707626	-0.010640642605721999	0.00476585980504751	-0.10018143057823199	-0.00302662653848529	0.0212700422853231	0.0073	0.0231	-0.0082	-0.0071	0.0198	0.057	-0.0345	-0.0187	-0.029	0.0241	0
HG00179	-0.00244304561056197	-0.0562830530107021	0.00966792460530996	-0.0174981597810984	-0.000352456350810826	-0.0634260699152946	-0.0187274347990751	-0.0237537864595652	-0.0597980469465256	-0.0357167273759842	0.0155523391440511	0.0259115397930145	0.128991559147835	0.0168012287467718	0.0525867119431496	0.0136066395789385	-0.0192211996763945	0.0520298182964325	0.0744313523173332	-0.100845456123352	-0.00468704709783196	-0.0840122923254967	0.0776907950639725	-0.0936981663107872	0.00953656621277332	-0.0481908470392227	0.0169543772935867	0.0283952485769987	-0.0412929132580757	-0.067164734005928	-0.00286833080463111	0.0825508087873459	0.0181929860264063	-0.0717623606324196	0.0119120161980391	0.00668858550488949	-0.0664950981736183	0.0845595300197601	-0.0410139821469784	0.0454553999006748	-0.0047913109883666	-0.0537318959832191	-0.0648793503642082	0.0973947048187256	0.0072	0.0228	-0.0076	-0.0089	0.02	0.0593	-0.0357	-0.0201	-0.0248	0.0215	0
HG00180	-0.0014966893941164	0.0351335816085339	0.0155197363346815	-0.014152055606246	0.0156312715262175	-0.036121416836977005	0.069934107363224	-0.0627514943480492	-0.0779579058289528	-0.0519407019019127	0.0618073642253876	0.0532613955438137	0.0677564367651939	0.062956690788269	-0.0581242367625237	0.0366174913942814	-0.0289558954536915	-0.0214625243097544	0.0832424983382225	0.0768373757600784	-0.0302352756261826	-0.0377562269568443	-0.0518313460052013	-0.11185997724533099	0.103705883026123	0.0306955762207508	-0.00815899111330509	0.0743462815880775	0.0158556047827005	0.00360769615508616	-0.0352389104664326	0.0840102806687355	0.0147589296102524	-0.0422280728816986	-0.0338367037475109	-0.0224527791142464	0.00246254308149219	-0.0962256118655205	-0.10192959755659099	-0.00910693779587746	-0.18820473551750197	-0.0705026015639305	-0.0361437983810902	0.0430026240646839	0.0076	0.0227	-0.0087	-0.009	0.0181	0.0565	-0.0351	-0.0179	-0.034	0.0176	0
HG00181	0.0420817844569683	0.0280723292380571	0.0284742955118418	0.0217236671596766	0.0770741701126099	-0.0471166297793388	-0.0323178432881832	-0.0140163358300924	-0.0416306927800179	0.0641030818223953	-0.0258159134536982	-0.0448834449052811	-0.0753773897886276	0.0539310239255428	0.0269676391035318	0.0421630069613457	0.0857555195689201	-0.059519387781620005	-0.00453945668414235	0.0287925135344267	0.126038983464241	-0.00507488753646612	0.0209928061813116	-0.0206335112452507	-0.12411840260028802	0.0763186439871788	0.104310214519501	-0.0706337690353394	0.037162508815527	0.016373872756958	-0.0285352077335119	-0.0833247900009155	-0.00611706683412194	-0.0944912508130074	-0.0195860173553228	0.0466081276535988	0.00577878812327981	0.0193971730768681	-0.0272700767964125	0.0384260937571526	-0.00623015174642205	0.033678587526083	0.0637255311012268	-0.0314591303467751	0.0062	0.023	-0.0101	-0.0059	0.0151	0.0342	-0.0283	-0.0189	-0.0263	0.0191	1
HG00182	0.0128899039700627	0.0281503796577454	0.0033236243762075897	-0.0490505397319794	0.0837609693408012	-0.0879412889480591	0.0121006229892373	-0.0186695698648691	-0.0466770827770233	0.0342253446578979	0.00345925055444241	0.0572423413395882	0.0374593585729599	0.0533509738743305	-0.00410792883485556	0.0851172208786011	0.00438380846753716	-0.0158645622432232	0.0282666031271219	-0.0603770092129707	0.00864633172750473	-0.116293236613274	-0.0587574355304241	0.0227478593587875	0.0200997460633516	-0.10972211509942999	-0.0728121176362038	0.0404382832348347	0.0469655208289623	0.0139914182946086	0.0405458398163319	0.0583066865801811	0.0987638086080551	0.0182097256183624	-0.0073748622089624405	0.150274187326431	-0.0261451099067926	-0.0428892821073532	-0.057484108954667996	-0.11492408066988001	-0.05558031052351	0.0622367486357689	-0.0010498984484002	0.0227313954383135	0.0071	0.0224	-0.0067	-0.008	0.0218	0.0621	-0.0378	-0.0282	-0.0356	0.023	1
HG00183	0.0128956912085414	0.0462462231516838	-0.0396911725401878	-0.0881738066673279	-0.040764082223177005	-0.0320214368402958	-0.0280044805258512	-0.0194616112858057	0.026483042165637002	0.0786228030920029	0.0307424943894148	-0.0441936440765858	0.0071900975890457595	-0.122740797698498	0.0651075839996338	0.0528973042964935	-0.255976676940918	0.0852299183607101	-0.0244607049971819	-0.0284272078424692	-0.0126067921519279	0.11643668264150599	0.0758799090981483	-0.15271556377410903	-0.00092489062808454	0.181763902306557	-0.0392980203032494	0.0830621346831322	0.0820328518748283	0.0595110207796097	0.00381126953288913	0.0990603119134903	0.0939174145460129	0.17075319588184398	-0.064911812543869	0.0443148761987686	-0.15599037706851998	0.00563265290111303	-0.136107623577118	0.0378117896616459	-0.0294619165360928	0.0100596752017736	-0.0202446803450584	-0.13890185952186598	0.0074	0.0228	-0.0085	-0.0062	0.0205	0.0638	-0.0388	-0.0264	-0.0375	0.0222	1
HG00185	-0.00752400001510978	0.0211784988641739	0.0766926929354668	0.00855781883001328	0.0655099749565125	0.0182390436530113	0.0434043519198895	-0.0702206343412399	-0.10035133361816401	-0.0880879610776901	0.0521390661597252	-0.0534600578248501	0.0262579564005136	0.0485085994005203	-0.00216278806328773	-0.0894765332341194	0.0374738685786724	0.01057518273592	0.0153638571500778	0.0504535660147667	0.0375500693917274	0.0162301100790501	0.00879041943699121	0.0477721430361271	-0.065221905708313	-0.0639439523220062	-0.14070190489292098	-0.0994956344366074	-0.0885729119181633	0.0214592628180981	0.136657118797302	0.0716953575611115	0.0809531658887863	-0.0236883349716663	-0.0560140013694763	0.157454937696457	0.0623057819902897	-0.0336987972259521	0.0344756953418255	0.100738294422626	0.065088152885437	-0.0359847880899906	-0.0179577022790909	-0.0478756465017796	0.0076	0.0224	-0.0084	-0.008	0.0217	0.0663	-0.0395	-0.0236	-0.0368	0.0292	1
HG00186	0.0324084609746933	-0.0288294367492199	0.0780365988612175	-0.0606261603534222	0.0454756133258343	0.0449724122881889	-0.0395159423351288	0.00452897930517793	0.0547894947230816	-0.0251210499554873	0.101232543587685	-0.0145987132564187	0.0492573752999306	-0.022468151524663	0.000628338020760566	0.0413603149354458	0.0337945148348808	-0.0661617890000343	0.0572424493730068	0.0138900764286518	-0.0315853208303452	-0.0510960593819618	-0.0335380062460899	0.00564898271113634	0.0547713153064251	-0.0669855251908302	-0.0887005999684334	-0.0365729294717312	-0.008339019492268559	-0.12189707159996001	-0.00588896218687296	0.0264814496040344	0.0392387174069881	0.0684452876448631	-0.0549503602087498	0.121326014399529	0.00319045409560204	-0.10415146499872198	-0.0279846489429474	-0.11870401352644	0.0364428125321865	-0.0122312530875206	0.0566073507070541	-0.20633426308631897	0.0073	0.0227	-0.0077	-0.007	0.0208	0.0638	-0.039	-0.0311	-0.0398	0.0314	1
HG00187	-0.0367637760937214	0.0237232632935047	-0.0815154314041138	-0.0381403677165508	0.0568347685039043	-0.0131525658071041	0.13213837146759	-0.0223338007926941	-0.0108706345781684	0.0216106604784727	0.0436231344938278	-0.0341377332806587	0.0550980903208256	-0.00820104777812958	0.0328891277313232	0.0681556761264801	-0.0248814392834902	0.0379877649247646	-0.00481444876641035	-0.0631415024399757	-0.0326062738895416	0.119193121790886	0.0643319189548492	-0.0445385538041592	-0.0666982904076576	-0.00669554574415088	-0.0383114069700241	-0.0532439202070236	-0.0454812124371529	0.0213953722268343	-0.0035461168736219397	-0.0694496557116508	0.0693611055612564	-0.0038033723831176797	-0.0494374372065067	0.0162449590861797	-0.0172911211848259	-0.0534721314907074	-0.0596859194338322	0.0385485850274563	-0.118415676057339	-0.0633157715201378	0.0273097474128008	-0.0100998794659972	0.0072	0.0222	-0.0074	-0.0103	0.023	0.0646	-0.0428	-0.0303	-0.0415	0.0326	1
HG00188	-0.005450795404613021	-0.0174480136483908	-0.0607215873897076	-0.0684944838285446	-0.0137093579396605	-0.0241829864680767	0.0591826848685741	-0.0579954572021961	-0.0288793854415417	-0.125533401966095	0.0296948067843914	0.0589316599071026	0.0536714382469654	0.0811544954776764	0.0621097236871719	0.0734839588403702	-0.137704104185104	0.000993318622931838	-0.0438259765505791	0.0546748675405979	-0.14049077033996601	0.0490772016346455	0.0903325527906418	-0.0693945586681366	-0.0637320429086685	0.007333254907280209	-0.0448147989809513	0.0262175295501947	-0.0111008696258068	0.0939082354307175	0.039586503058672	-0.16714508831501002	0.0882729291915894	0.0184854101389647	-0.00282138981856406	0.05539766699075701	-0.133918941020966	-0.0513717420399189	-0.0151240210980177	-0.0447279922664165	-0.0221655312925577	0.0690790042281151	-0.000860682339407504	0.011779005639255	0.007	0.0234	-0.008	-0.0084	0.0217	0.0565	-0.0334	-0.0223	-0.0335	0.0237	1
HG00189	-0.000367531698429957	0.0409375913441181	0.0031103894580155602	-0.10131973773241	0.0266332048922777	-0.0569031499326229	0.0483641028404236	-0.0120259048417211	-0.0313232354819775	0.0134951444342732	0.011539664119482	0.0480605885386467	-0.00274332729168236	-0.0619761496782303	0.104542009532452	-0.0719680339097977	-0.0632555708289146	0.0112081691622734	-0.118050277233124	0.0367416888475418	-0.0132991373538971	0.0972996652126312	0.0535072013735771	0.0521706864237785	-0.0388202853500843	-0.15815198421478302	0.0187001135200262	-0.0137092843651772	-0.15361116826534302	-0.178775727748871	-0.0385969243943691	0.030456094071268997	0.00985597725957632	-0.0500116162002087	-0.0547477416694164	0.230896532535553	-0.0397802144289017	0.11121050268411599	-0.0261928327381611	-0.0748827233910561	-0.0159259773790836	-0.0706298351287842	0.0991730988025665	-0.0195408053696156	0.0076	0.0228	-0.0081	-0.0087	0.0195	0.0568	-0.031	-0.018	-0.0281	0.0136	1
HG00231	0.0464534088969231	-0.0141523312777281	0.106648601591587	0.00488826632499695	0.0960251167416573	0.04663680121302599	-0.0221976675093174	0.0117312055081129	0.0334656313061714	-0.0276546403765678	0.0522742867469788	0.0230970047414303	0.037876982241868994	0.0360196158289909	-0.0302809830754995	0.0598466619849205	0.133726045489311	0.0165526177734137	-0.0990343391895294	0.01362912543118	0.0735641568899155	-0.112612187862396	-0.026866776868701	-0.00802537705749273	0.0555032566189766	0.0582698062062263	0.0822907313704491	0.0620631836354733	0.0461870133876801	-0.0181000288575888	0.0826694369316101	-0.0314401127398014	-0.0151643445715308	-0.0957107171416283	-0.0162846017628908	-0.078829400241375	0.0126732336357236	0.0714860111474991	0.0323074273765087	0.0780850052833557	-0.163169756531715	-0.0815197378396988	0.0369771458208561	0.0196642987430096	0.0059	0.0265	-0.0095	-0.0067	-0.0007	0.0081	-0.0013	0.0082	0.0137	-0.0088	0
HG00232	0.0124001000076532	0.00941781513392925	-0.149141058325768	0.0422824211418629	0.0507446825504303	-0.0425501689314842	-0.0607329569756985	-0.0045090583153069	-0.0239754244685173	0.0141764404252172	0.0404202602803707	0.0464693643152714	-0.0278104487806559	-0.0458456575870514	0.0341303646564484	-0.0303637068718672	0.0157254803925753	0.105595350265503	0.0332710817456245	0.00512190209701657	0.0116458339616656	-0.0881327912211418	0.0550643354654312	0.0895116701722145	0.11371286213398	0.0582571215927601	-0.0578018315136433	-0.0714321210980415	0.0151219051331282	-0.0173498801887035	-0.013958053663373	0.0607208944857121	0.124136462807655	0.0785422846674919	0.0237410068511963	-0.134371727705002	-0.15676867961883498	-0.0375980250537395	0.0334565043449402	-0.158398449420929	0.147260367870331	-0.0350242331624031	0.0256965160369873	0.196580573916435	0.0056	0.0269	-0.0097	-0.006	0.005	0.0117	-0.0025	0.0051	0.0203	-0.0033	0
HG00233	0.0561187453567982	0.0435011684894562	-0.149261966347694	0.0486523397266865	0.0309397578239441	0.0714900121092796	-0.00993402022868395	0.0319493152201176	0.0348049737513065	-0.00182826921809465	0.0575143657624722	0.0819317102432251	-0.016432661563158	0.0704309493303299	0.0201943945139647	-0.0666777342557907	-0.0244133602827787	0.042351420968771	0.00157344131730497	0.15267838537693	-0.106174558401108	-0.0472716316580772	-0.0263529643416405	-0.0602101422846317	0.107390083372593	-0.0280591268092394	0.12723907828331	-0.133815214037895	-0.0431061871349812	-0.0490945912897587	-0.0787552148103714	0.0377075336873531	0.174350842833519	0.139093890786171	0.230970978736877	-0.128117501735687	-0.00884209293872118	-0.007153645157814029	-0.0421386174857616	0.0812600776553154	-0.108051486313343	-0.167026460170746	-0.0905171781778336	0.0455017723143101	0.0056	0.0268	-0.0108	-0.009	0.0006	0.0097	-0.0055	0.0098	0.0101	-0.0107	0
HG00234	0.0062862504273653	-0.00295707792975008	-0.00131786148995161	0.0587091594934464	-0.0383005477488041	-0.0687131062150002	0.0606931820511818	0.0254216361790895	-0.0125200767070055	0.11171406507492099	-0.0784677714109421	-0.0182434692978859	-0.0299568697810173	0.0282956846058369	-0.0326059907674789	-0.00224543991498649	-0.0761644765734673	-0.0425104387104511	0.0208049062639475	-0.0491538569331169	-0.0419775918126106	-0.028190990909934	0.0770293325185776	0.13848687708377802	0.0367968119680882	-0.0448466166853905	-0.109122514724731	-0.0521138124167919	-0.0609344057738781	-0.0759326815605164	-0.0830458924174309	-0.0338708162307739	-0.0395991764962673	0.0652637556195259	-0.00835099630057812	-0.0264416951686144	0.0767101049423218	-0.13596379756927499	0.0288223046809435	0.10289869457483301	-0.0769852474331856	0.110067956149578	0.0840892121195793	-0.0832313150167465	0.0061	0.0266	-0.0111	-0.0062	0.0018	0.0126	-0.0033	0.0067	0.017	-0.0091	1
HG00235	-0.00535464286804199	-0.0242028292268515	-0.0930518135428429	0.0883462876081467	-0.0691946595907211	-0.0406983233988285	-0.0103772701695561	0.00312013295479119	-0.0187030620872974	-0.0304306726902723	0.0135835623368621	0.0550911352038383	0.0072789518162608095	0.0308496206998825	0.023128155618906004	0.0223054736852646	-0.0593407824635506	0.0297293793410063	-0.0117640057578683	-0.0190790966153145	-0.0621655024588108	-0.129515543580055	-0.0719840377569199	0.0365302674472332	0.0744885429739952	-0.0834915265440941	-0.0330300778150558	-0.0208875499665737	-0.0831930190324783	0.0454661473631859	0.0115651981905103	-0.0152384210377932	-0.0733743831515312	-0.14569054543972002	-0.0832121819257736	0.0335413999855518	-0.032175425440073	0.152808904647827	-0.0788611248135567	-0.0512996539473534	0.0288076810538769	-0.0439491607248783	0.0010312634985894	0.09265905618667598	0.0057	0.0264	-0.0112	-0.0091	0.0017	0.0119	-0.0048	0.009	0.0165	-0.0104	0
HG00236	0.069786436855793	0.0506333149969578	-0.0313030183315277	0.0385663211345673	-0.0559142455458641	0.0489315278828144	-0.00718743447214365	0.0388940237462521	0.0362263433635235	0.0139532666653395	0.0015166257508099099	0.013417499139905002	-0.00792410504072905	0.0138424737378955	0.0119940126314759	-0.0611389130353928	-0.0809402540326118	0.0741560831665993	0.0601423867046833	-0.0570764653384686	0.0234707836061716	0.0219999477267265	0.0108603900298476	0.0490877591073513	0.0119818234816194	0.00262051401659846	-0.11888618767261501	-0.10825066268444099	-0.0119829280301929	-0.0516453981399536	-0.0791035667061806	0.0553457662463188	-0.0884915217757225	0.0376363508403301	-0.0878492891788483	-0.0541611537337303	0.0912794917821884	0.0494647212326527	-0.0496299788355827	-0.025149904191494	-0.10990481078624699	0.0519321523606777	0.0415152609348297	0.0892497673630714	0.0055	0.0268	-0.0108	-0.0088	0.0023	0.0125	-0.0047	0.01	0.0157	-0.0122	0
HG00238	0.0591470710933208	0.0153338424861431	0.0391547530889511	0.0268146265298128	-0.0337353050708771	-0.023603543639183	-0.00198897649534047	0.0712389871478081	0.0418583154678345	0.0321679748594761	0.0124001987278461	-0.0496363788843155	0.00202400097623467	0.0486481450498104	-0.0126684829592705	-0.0230045560747385	-0.0732055827975273	0.0321823172271252	-0.0168245453387499	0.0181214530020952	0.0451438650488853	-0.0163867380470037	-0.0451721996068954	0.0320381112396717	0.0595592223107815	-0.0337075181305408	-0.018781453371047998	-0.0539443865418434	-0.0848532617092133	0.020377766340971	0.11660173535347	0.0627088472247124	-0.0225303266197443	-0.0724362954497337	-0.00655985716730356	-0.0045889122411608705	0.0517378710210323	-0.00625422969460487	-0.0857692435383797	-0.08897077292203899	-0.0253766477108002	0.0473184548318386	-0.0551420226693153	0.0145144034177065	0.006	0.026	-0.0105	-0.0066	0.0003	0.0108	-0.0006	0.0112	0.0173	-0.0057	0
HG00239	0.00346170156262815	0.0312763229012489	-0.0718380585312843	0.0424451902508736	-0.0178765654563904	-0.0305013731122017	0.0562904067337513	0.0199699122458696	-0.0285632219165564	0.005337834358215329	0.0161865670233965	-0.0354977808892727	-0.0842299461364746	0.0680441185832024	-0.00342769082635641	0.00288635888136923	-0.027344549074768996	-0.00385372340679169	-0.000917255296371877	-0.0398907512426376	-0.0622228160500526	-0.0707469135522842	0.040288794785738	0.12559804320335402	0.0176952891051769	0.0351519919931889	-0.0371737442910671	-0.0360712744295597	-0.13749536871910098	-0.0424204878509045	0.0253056660294533	0.00198700930923223	-0.0608139783143997	0.0669004991650581	-0.0726428553462029	-0.0314171575009823	0.034760981798172004	-0.0462758392095566	-0.008658420294523241	-0.11140706390142402	-0.0765523687005043	0.0507182031869888	-0.0027407801244407897	0.0820795521140099	0.0052	0.0268	-0.0111	-0.0075	0.0031	0.0136	-0.0049	0.0046	0.0095	-0.0039	0
HG00240	0.0110844392329454	0.00640269322320819	-0.0171135812997818	0.0494459643959999	-0.0307973101735115	0.0571697056293488	0.0698400139808655	0.0535543709993362	0.0687991604208946	-0.0385956838726997	-0.0433229580521584	-0.0341052375733852	0.0196791794151068	0.04677026718854901	-0.0570225827395916	-0.04594750329852099	0.0301617402583361	-0.0186118762940168	-0.10904448479413999	0.111235812306404	0.0811942294239998	0.0227865986526012	-0.0518398135900497	-0.0411607250571251	-0.000581861648242921	-0.0789669752120972	0.00829955562949181	-0.0414204262197018	-0.0509899631142616	-0.0902202129364014	0.0499808937311172	0.0502894371747971	-0.0798004344105721	-0.0947685018181801	-0.0417279116809368	0.0309673603624105	-0.0528568625450134	-0.0909393057227135	0.009357171133160591	-0.0679045021533966	-0.00102983182296157	-0.0274909809231758	0.00491921370849013	-0.0295773223042488	0.0057	0.0268	-0.0107	-0.0062	0.0009	0.0111	-0.0034	0.0069	0.0191	-0.0088	0
HG00242	0.0814722403883934	0.0627883523702621	0.00807958468794823	-0.00363730802200735	-0.0861004590988159	0.0950792357325554	0.0354166701436043	0.0168190877884626	0.0415323339402676	-0.0725168660283089	-0.0219321306794882	0.0186852160841227	-0.0112434038892388	-0.0500895567238331	-0.0504915378987789	0.0156460516154766	-0.0712948068976402	0.0239055026322603	0.0555083602666855	-0.000407661951612681	-0.007345819380134341	-0.0747745260596275	0.0625255480408669	0.134149089455605	0.0102390684187412	0.0191747974604368	-0.057989414781331995	-0.0233907252550125	-0.11423210799694099	0.0672871246933937	0.0385907851159573	-0.0514388047158718	0.0195923764258623	-0.0693906396627426	0.0603497885167599	0.0153552712872624	0.0169074926525354	-0.0200357735157013	-0.0262878648936749	-0.0495639033615589	0.00919143855571747	-0.0494016036391258	-0.0325057208538055	0.0470406301319599	0.0056	0.0264	-0.0093	-0.0085	0.0019	0.0111	-0.0059	0.0025	0.0092	-0.015	1
HG00243	0.0633230581879616	0.0128114549443126	-0.0251382533460855	0.0518546923995018	-0.116555511951447	-0.0286244079470634	-0.00520018488168716	-0.0486543364822865	-0.0238403584808111	-0.0296767055988312	-0.015207483433187001	0.0120932897552848	-0.117658942937851	-0.0664136484265327	0.0613103359937668	-0.0024044977035373397	-0.0879984647035599	-0.015207888558507	0.0910848677158356	-0.0127469375729561	0.0303393565118313	0.0721422508358955	-0.0420023202896118	-0.00127170071937144	0.111571803689003	-0.085021398961544	0.0901055708527565	-0.14809031784534502	0.0426367782056332	0.009598611854016779	0.0264083687216043	-0.137522354722023	-0.123261868953705	0.0073518524877727	0.0602226033806801	0.14014813303947402	0.0315586924552917	0.0591207593679428	-0.0304143819957972	0.0764504820108414	-0.0595987141132355	0.00808941666036844	0.0438464470207691	-0.0469589494168758	0.0059	0.0267	-0.0104	-0.0064	0.0033	0.0133	-0.0012	0.012	0.0088	-0.0119	1
HG00244	0.0397423096001148	-0.0308092478662729	0.0635964274406433	-0.0292727686464787	0.0124263735488057	-0.0392146743834019	0.0336065292358398	0.0123440455645323	0.0536670424044132	0.0810248181223869	0.0157579630613327	-0.00632415665313601	-0.00643625902011991	-0.0138589181005955	0.0298170763999224	-0.0739363208413124	-0.038674496114254	0.0534368678927422	0.0519085749983788	0.0215672012418509	0.106383234262466	-0.0479632802307606	0.0330641977488995	-0.10653515905141801	0.123574361205101	-0.0887091904878616	-0.0665044039487839	-0.0494892485439777	-0.063164509832859	-0.06813072413206099	0.14356175065040602	0.0274500846862793	0.0068090902641415605	0.0451282858848572	-0.00336799025535583	-0.0378996320068836	-0.0304585434496403	0.0195951983332634	-0.0638004913926125	-0.0698159113526344	0.0108855972066522	0.0351883694529533	-0.0771095007658005	0.0984478816390038	0.0056	0.0265	-0.0104	-0.008	-0.001	0.0089	-0.0015	0.0086	0.01	-0.0045	1
HG00245	0.0510067418217659	0.031117482110857995	-0.00408092001453042	0.0510609932243824	-0.0107324980199337	-0.13258662819862402	-0.035049956291914	0.0233713556081057	0.0776706859469414	-0.0154957631602883	-0.0199687518179417	-0.0581507310271263	-0.0556246899068356	0.0523564182221889	-0.0452636145055294	0.0375830866396427	-0.0331460312008858	-0.122109584510326	-0.0418594367802143	0.050651777535677005	0.0356303937733173	0.021530956029892	-0.0460473708808422	0.0228520389646292	0.0387072414159775	0.0598064437508583	0.00706189032644033	-0.10759836435317999	0.0143283847719431	0.00289910566061735	-0.0339643433690071	0.0310615431517363	0.0306810699403286	-0.0418727211654186	-0.0315495058894157	0.0141155486926436	0.0593285039067268	0.0548289753496647	-0.034331813454628	-0.0284392051398754	-0.0640851706266403	0.0648064017295837	0.00542590999975801	0.067580558359623	0.0055	0.0262	-0.0111	-0.0074	0.0017	0.0103	-0.0061	0.0099	0.0066	-0.0067	0
HG00246	-0.007207140326499941	-0.00357762514613569	-0.007821339182555679	-0.0687249898910522	0.0171100944280624	-0.0257760901004076	0.0794510394334793	-0.0728839337825775	0.0818362534046173	-0.0536286532878876	0.00807502400130033	0.0242769476026297	-0.169312581419945	0.0385227352380753	-0.0450114421546459	-0.0629367083311081	0.0227599050849676	-0.00855499040335417	0.0883833318948746	0.00454574264585972	-0.108036130666733	-0.0516308136284351	0.15881566703319502	-0.0651031881570816	0.0608396828174591	-0.0290458612143993	-0.223020434379578	0.0074908779934048705	-0.0260979849845171	-0.091340608894825	0.12310563772916801	-0.0788522884249687	0.0350232869386673	0.101126000285149	-0.0346114560961723	0.026789141818881004	-0.0829415544867516	-0.0291529465466738	0.0240206234157085	-0.131815433502197	-0.0365796014666557	-0.0079520121216774	-0.0146477529779077	-0.0786232799291611	0.0057	0.0261	-0.0103	-0.0078	0.0	0.0098	-0.004	0.0121	0.0101	-0.0068	1
